@relation rel

@attribute date date 'yyyy-MM-dd\'T\'HH:mm:ss'
@attribute similarity numeric
@attribute clusterNumber numeric
@attribute correctClusterAttributes numeric
@attribute allClusterAttributes numeric
@attribute distribution numeric
@attribute intrusion {true,false}

@data
2015-12-01T17:45:13,0,0,0,0,0,false
2015-12-01T17:45:13,0,0,0,0,0,false
2015-12-01T17:45:13,0,0,0,0,0,false
2015-12-01T17:45:13,0,0,0,0,0,false
2015-12-01T17:45:13,0,0,0,0,0,false
2015-12-01T17:45:13,0,0,0,0,0,false
2015-12-01T17:45:13,0,0,0,0,0,false
2015-12-01T17:45:13,0,0,0,0,0,false
2015-12-01T17:45:13,0,0,0,0,0,false
2015-12-01T17:45:14,0,0,0,0,0,false
2015-12-01T17:45:14,0,0,0,0,0,false
2015-12-01T17:45:14,0,0,0,0,0,false
2015-12-01T17:45:14,0,0,0,0,0,false
2015-12-01T17:45:14,0,0,0,0,0,false
2015-12-01T17:45:14,0,0,0,0,0,false
2015-12-01T17:45:14,0,0,0,0,0,false
2015-12-01T17:45:14,0,0,0,0,0,false
2015-12-01T17:45:15,0,0,0,0,0,false
2015-12-01T17:45:15,0,0,0,0,0,false
2015-12-01T17:45:15,0,0,0,0,0,false
2015-12-01T17:45:15,0,0,0,0,0,false
2015-12-01T17:45:15,0,0,0,0,0,false
2015-12-01T17:45:15,0,0,0,0,0,false
2015-12-01T17:45:15,0,0,0,0,0,false
2015-12-01T17:45:15,0,0,0,0,0,false
2015-12-01T17:45:16,0,0,0,0,0,false
2015-12-01T17:45:16,0,0,0,0,0,false
2015-12-01T17:45:16,0,0,0,0,0,false
2015-12-01T17:45:16,0,0,0,0,0,false
2015-12-01T17:45:16,0,0,0,0,0,false
2015-12-01T17:45:16,0,0,0,0,0,false
2015-12-01T17:45:16,0,0,0,0,0,false
2015-12-01T17:45:16,0,0,0,0,0,false
2015-12-01T17:45:17,0,0,0,0,0,false
2015-12-01T17:45:17,0,0,0,0,0,false
2015-12-01T17:45:17,0,0,0,0,0,false
2015-12-01T17:45:17,0,0,0,0,0,false
2015-12-01T17:45:17,0,0,0,0,0,false
2015-12-01T17:45:17,0,0,0,0,0,false
2015-12-01T17:45:17,0,0,0,0,0,false
2015-12-01T17:45:17,0,0,0,0,0,false
2015-12-01T17:45:18,0,0,0,0,0,false
2015-12-01T17:45:18,0,0,0,0,0,false
2015-12-01T17:45:18,0,0,0,0,0,false
2015-12-01T17:45:18,0,0,0,0,0,false
2015-12-01T17:45:18,0,0,0,0,0,false
2015-12-01T17:45:18,0,0,0,0,0,false
2015-12-01T17:45:18,0,0,0,0,0,false
2015-12-01T17:45:18,0,0,0,0,0,false
2015-12-01T17:45:19,0,0,0,0,0,false
2015-12-01T17:45:19,0,0,0,0,0,false
2015-12-01T17:45:19,0,0,0,0,0,false
2015-12-01T17:45:19,0,0,0,0,0,false
2015-12-01T17:45:19,0,0,0,0,0,false
