@relation rel

@attribute date date 'yyyy-MM-dd\'T\'HH:mm:ss'
@attribute knownPresence numeric
@attribute openEntryPoint numeric
@attribute motionIndoors numeric
@attribute motionOutdoors numeric
@attribute motionIndoorPerMinute numeric
@attribute outdoorPerMinute numeric
@attribute normal {true,false}

@data
2015-11-24T16:12:39,0,0,0,0,0,0,true
2015-11-24T16:12:40,0,0,0,0,0,0,true
2015-11-24T16:12:40,0,0,0,0,0,0,true
2015-11-24T16:12:40,0,0,0,0,0,0,true
2015-11-24T16:12:40,0,0,0,0,0,0,true
2015-11-24T16:12:40,0,0,0,0,0,0,true
2015-11-24T16:12:40,0,0,0,0,0,0,true
2015-11-24T16:12:40,0,1,0,0,0,0,true
2015-11-24T16:12:41,0,0,0,0,0,0,true
2015-11-24T16:12:41,0,0,0,0,0,0,true
2015-11-24T16:12:41,0,0,0,0,0,0,true
2015-11-24T16:12:41,0,0,0,0,0,0,true
2015-11-24T16:12:41,0,0,0,0,0,0,true
2015-11-24T16:12:41,0,0,0,0,0,0,true
2015-11-24T16:12:41,0,1,0,0,0,0,true
2015-11-24T16:12:42,0,0,0,0,0,0,true
2015-11-24T16:12:42,0,0,0,0,0,0,true
2015-11-24T16:12:42,0,0,0,0,0,0,true
2015-11-24T16:12:42,0,0,0,0,0,0,true
2015-11-24T16:12:42,0,0,0,0,0,0,true
2015-11-24T16:12:42,0,0,0,0,0,0,true
2015-11-24T16:12:42,0,1,0,0,0,0,true
2015-11-24T16:12:43,0,0,0,0,0,0,true
2015-11-24T16:12:43,0,0,0,0,0,0,true
2015-11-24T16:12:43,0,0,0,0,0,0,true
2015-11-24T16:12:43,0,0,0,0,0,0,true
2015-11-24T16:12:43,0,0,0,0,0,0,true
2015-11-24T16:12:43,0,0,0,0,0,0,true
2015-11-24T16:12:43,0,1,0,0,0,0,true
2015-11-24T16:12:44,0,0,0,0,0,0,true
2015-11-24T16:12:44,0,0,0,0,0,0,true
2015-11-24T16:12:44,0,0,0,0,0,0,true
2015-11-24T16:12:44,0,0,0,0,0,0,true
2015-11-24T16:12:44,0,0,0,0,0,0,true
2015-11-24T16:12:44,0,0,0,0,0,0,true
2015-11-24T16:12:44,0,1,0,0,0,0,true
2015-11-24T16:12:44,0,0,0,0,0,0,true
2015-11-24T16:12:45,0,0,0,0,0,0,true
2015-11-24T16:12:45,0,0,0,0,0,0,true
2015-11-24T16:12:45,0,0,0,0,0,0,true
2015-11-24T16:12:45,0,0,0,0,0,0,true
2015-11-24T16:12:45,0,0,0,0,0,0,true
2015-11-24T16:12:45,0,0,0,0,0,0,true
2015-11-24T16:12:45,0,1,0,0,0,0,true
2015-11-24T16:12:46,0,0,0,0,0,0,true
2015-11-24T16:12:46,0,0,0,0,0,0,true
2015-11-24T16:12:46,0,0,0,0,0,0,true
2015-11-24T16:12:46,0,0,0,0,0,0,true
2015-11-24T16:12:46,0,0,0,0,0,0,true
2015-11-24T16:12:46,0,0,0,0,0,0,true
2015-11-24T16:12:46,0,1,0,0,0,0,true
2015-11-24T16:12:47,0,0,0,0,0,0,true
2015-11-24T16:12:47,0,0,0,0,0,0,true
2015-11-24T16:12:47,0,0,0,0,0,0,true
2015-11-24T16:12:47,0,0,0,0,0,0,true
2015-11-24T16:12:47,0,0,0,0,0,0,true
2015-11-24T16:12:47,0,0,0,0,0,0,true
2015-11-24T16:12:47,0,1,0,0,0,0,true
2015-11-24T16:12:48,0,0,0,0,0,0,true
2015-11-24T16:12:48,0,0,0,0,0,0,true
2015-11-24T16:12:48,0,0,0,0,0,0,true
2015-11-24T16:12:48,0,0,0,0,0,0,true
2015-11-24T16:12:48,0,0,0,0,0,0,true
2015-11-24T16:12:48,0,0,0,0,0,0,true
2015-11-24T16:12:48,0,1,0,0,0,0,true
2015-11-24T16:12:49,0,0,0,0,0,0,true
2015-11-24T16:12:49,0,0,0,0,0,0,true
2015-11-24T16:12:49,0,0,0,0,0,0,true
2015-11-24T16:12:49,0,0,0,0,0,0,true
2015-11-24T16:12:49,0,0,0,0,0,0,true
2015-11-24T16:12:49,0,0,0,0,0,0,true
2015-11-24T16:12:49,0,1,0,0,0,0,true
2015-11-24T16:12:49,0,0,0,0,0,0,true
2015-11-24T16:12:50,0,0,0,0,0,0,true
2015-11-24T16:12:50,0,0,0,0,0,0,true
2015-11-24T16:12:50,0,0,0,0,0,0,true
2015-11-24T16:12:50,0,0,0,0,0,0,true
2015-11-24T16:12:50,0,0,0,0,0,0,true
2015-11-24T16:12:50,0,0,0,0,0,0,true
2015-11-24T16:12:50,0,1,0,0,0,0,true
2015-11-24T16:12:51,0,0,0,0,0,0,true
2015-11-24T16:12:51,0,0,0,0,0,0,true
2015-11-24T16:12:51,0,0,0,0,0,0,true
2015-11-24T16:12:51,0,0,0,0,0,0,true
2015-11-24T16:12:51,0,0,0,0,0,0,true
2015-11-24T16:12:51,0,0,0,0,0,0,true
2015-11-24T16:12:51,0,1,0,0,0,0,true
2015-11-24T16:12:52,0,0,0,0,0,0,true
2015-11-24T16:12:52,0,0,0,0,0,0,true
2015-11-24T16:12:52,0,0,0,0,0,0,true
2015-11-24T16:12:52,0,0,0,0,0,0,true
2015-11-24T16:12:52,0,0,0,0,0,0,true
2015-11-24T16:12:52,0,0,0,0,0,0,true
2015-11-24T16:12:52,0,1,0,0,0,0,true
2015-11-24T16:12:53,0,0,0,0,0,0,true
2015-11-24T16:12:53,0,0,0,0,0,0,true
2015-11-24T16:12:53,0,0,0,0,0,0,true
2015-11-24T16:12:53,0,0,0,0,0,0,true
2015-11-24T16:12:53,0,0,0,0,0,0,true
2015-11-24T16:12:53,0,0,0,0,0,0,true
2015-11-24T16:12:53,0,1,0,0,0,0,true
2015-11-24T16:12:54,0,0,0,0,0,0,true
2015-11-24T16:12:54,0,0,0,0,0,0,true
2015-11-24T16:12:54,0,0,0,0,0,0,true
2015-11-24T16:12:54,0,0,0,0,0,0,true
2015-11-24T16:12:54,0,0,0,0,0,0,true
2015-11-24T16:12:54,0,0,0,0,0,0,true
2015-11-24T16:12:54,0,1,0,0,0,0,true
2015-11-24T16:12:54,0,0,0,0,0,0,true
2015-11-24T16:12:55,0,0,0,0,0,0,true
2015-11-24T16:12:55,0,0,0,0,0,0,true
2015-11-24T16:12:55,0,0,0,0,0,0,true
2015-11-24T16:12:55,0,0,0,0,0,0,true
2015-11-24T16:12:55,0,0,0,0,0,0,true
2015-11-24T16:12:55,0,0,0,0,0,0,true
2015-11-24T16:12:55,0,1,0,0,0,0,true
2015-11-24T16:12:56,0,0,0,0,0,0,true
