@relation rel

@attribute date date 'yyyy-MM-dd\'T\'HH:mm:ss'
@attribute knownPresence numeric
@attribute openEntryPoint numeric
@attribute motionIndoors numeric
@attribute motionOutdoors numeric
@attribute normal {true,false}

@data
2015-11-25T15:33:36,0,0,0,0,true
2015-11-25T15:33:37,0,0,0,0,true
2015-11-25T15:33:37,0,0,0,0,true
2015-11-25T15:33:37,0,0,0,0,true
2015-11-25T15:33:37,0,0,0,0,true
2015-11-25T15:33:37,0,0,0,0,true
2015-11-25T15:33:37,0,0,0,0,true
2015-11-25T15:33:37,0,1,0,0,true
2015-11-25T15:33:38,0,0,0,0,true
2015-11-25T15:33:38,0,0,0,0,true
2015-11-25T15:33:38,0,0,0,0,true
2015-11-25T15:33:38,0,0,0,0,true
2015-11-25T15:33:38,0,0,0,0,true
2015-11-25T15:33:38,0,0,0,0,true
2015-11-25T15:33:38,0,1,0,0,true
2015-11-25T15:33:39,0,0,0,0,true
2015-11-25T15:33:39,0,0,0,0,true
2015-11-25T15:33:39,0,0,0,0,true
2015-11-25T15:33:39,0,0,0,0,true
2015-11-25T15:33:39,0,0,0,0,true
2015-11-25T15:33:39,0,0,0,0,true
2015-11-25T15:33:39,0,1,0,0,true
2015-11-25T15:33:40,0,0,0,0,true
2015-11-25T15:33:40,0,0,0,0,true
2015-11-25T15:33:40,0,0,0,0,true
2015-11-25T15:33:40,0,0,0,0,true
2015-11-25T15:33:40,0,0,0,0,true
2015-11-25T15:33:40,0,0,0,0,true
2015-11-25T15:33:40,0,1,0,0,true
2015-11-25T15:33:41,0,0,0,0,true
2015-11-25T15:33:41,0,0,0,0,true
2015-11-25T15:33:41,0,0,0,0,true
2015-11-25T15:33:41,0,0,0,0,true
2015-11-25T15:33:41,0,0,0,0,true
2015-11-25T15:33:41,0,0,0,0,true
2015-11-25T15:33:41,0,1,0,0,true
2015-11-25T15:33:41,0,0,0,0,true
2015-11-25T15:33:42,0,0,0,0,true
2015-11-25T15:33:42,0,0,0,0,true
2015-11-25T15:33:42,0,0,0,0,true
2015-11-25T15:33:42,0,0,0,0,true
2015-11-25T15:33:42,0,0,0,0,true
2015-11-25T15:33:42,0,0,0,0,true
2015-11-25T15:33:42,0,1,0,0,true
2015-11-25T15:33:43,0,0,0,0,true
2015-11-25T15:33:43,0,0,0,0,true
2015-11-25T15:33:43,0,0,0,0,true
2015-11-25T15:33:43,0,0,0,0,true
2015-11-25T15:33:43,0,0,0,0,true
2015-11-25T15:33:43,0,0,0,0,true
2015-11-25T15:33:43,0,1,0,0,true
2015-11-25T15:33:44,0,0,0,0,true
2015-11-25T15:33:44,0,0,0,0,true
2015-11-25T15:33:44,0,0,0,0,true
2015-11-25T15:33:44,0,0,0,0,true
2015-11-25T15:33:44,0,0,0,0,true
2015-11-25T15:33:44,0,0,0,0,true
2015-11-25T15:33:44,0,1,0,0,true
2015-11-25T15:33:45,0,0,0,0,true
2015-11-25T15:33:45,0,0,0,0,true
2015-11-25T15:33:45,0,0,0,0,true
2015-11-25T15:33:45,0,0,0,0,true
2015-11-25T15:33:45,0,0,0,0,true
2015-11-25T15:33:45,0,0,0,0,true
2015-11-25T15:33:45,0,1,0,0,true
2015-11-25T15:33:46,0,0,0,0,true
2015-11-25T15:33:46,0,0,0,0,true
2015-11-25T15:33:46,0,0,0,0,true
2015-11-25T15:33:46,0,0,0,0,true
2015-11-25T15:33:46,0,0,0,0,true
2015-11-25T15:33:46,0,0,0,0,true
2015-11-25T15:33:46,0,1,0,0,true
2015-11-25T15:33:46,0,0,0,0,true
2015-11-25T15:33:47,0,0,0,0,true
2015-11-25T15:33:47,0,0,0,0,true
2015-11-25T15:33:47,0,0,0,0,true
2015-11-25T15:33:47,0,0,0,0,true
2015-11-25T15:33:47,0,0,0,0,true
2015-11-25T15:33:47,0,0,0,0,true
2015-11-25T15:33:47,0,1,0,0,true
2015-11-25T15:33:48,0,0,0,0,true
2015-11-25T15:33:48,0,0,0,0,true
2015-11-25T15:33:48,0,0,0,0,true
2015-11-25T15:33:48,0,0,0,0,true
2015-11-25T15:33:48,0,0,0,0,true
2015-11-25T15:33:48,0,0,0,0,true
2015-11-25T15:33:48,0,1,0,0,true
2015-11-25T15:33:49,0,0,0,0,true
2015-11-25T15:33:49,0,0,0,0,true
2015-11-25T15:33:49,0,0,0,0,true
2015-11-25T15:33:49,0,0,0,0,true
2015-11-25T15:33:49,0,0,0,0,true
2015-11-25T15:33:49,0,0,0,0,true
2015-11-25T15:33:49,0,1,0,0,true
2015-11-25T15:33:50,0,0,0,0,true
2015-11-25T15:33:50,0,0,0,0,true
2015-11-25T15:33:50,0,0,0,0,true
2015-11-25T15:33:50,0,0,0,0,true
2015-11-25T15:33:50,0,0,0,0,true
2015-11-25T15:33:50,0,0,0,0,true
2015-11-25T15:33:50,0,1,0,0,true
2015-11-25T15:33:51,0,0,0,0,true
2015-11-25T15:33:51,0,0,0,0,true
2015-11-25T15:33:51,0,0,0,0,true
2015-11-25T15:33:51,0,0,0,0,true
2015-11-25T15:33:51,0,0,0,0,true
2015-11-25T15:33:51,0,0,0,0,true
2015-11-25T15:33:51,0,1,0,0,true
2015-11-25T15:33:51,0,0,0,0,true
2015-11-25T15:33:52,0,0,0,0,true
2015-11-25T15:33:52,0,0,0,0,true
2015-11-25T15:33:52,0,0,0,0,true
2015-11-25T15:33:52,0,0,0,0,true
2015-11-25T15:33:52,0,0,0,0,true
2015-11-25T15:33:52,0,0,0,0,true
2015-11-25T15:33:52,0,1,0,0,true
2015-11-25T15:33:53,0,0,0,0,true
2015-11-25T15:33:53,0,0,0,0,true
2015-11-25T15:33:53,0,0,0,0,true
2015-11-25T15:33:53,0,0,0,0,true
2015-11-25T15:33:53,0,0,0,0,true
2015-11-25T15:33:53,0,0,0,0,true
2015-11-25T15:33:53,0,1,0,0,true
2015-11-25T15:33:54,0,0,0,0,true
2015-11-25T15:33:54,0,0,0,0,true
2015-11-25T15:33:54,0,0,0,0,true
2015-11-25T15:33:54,0,0,0,0,true
2015-11-25T15:33:54,0,0,0,0,true
2015-11-25T15:33:54,0,0,0,0,true
2015-11-25T15:33:54,0,1,0,0,true
2015-11-25T15:33:55,0,0,0,0,true
2015-11-25T15:33:55,0,0,0,0,true
2015-11-25T15:33:55,0,0,0,0,true
2015-11-25T15:33:55,0,0,0,0,true
2015-11-25T15:33:55,0,0,0,0,true
2015-11-25T15:33:55,0,0,0,0,true
2015-11-25T15:33:55,0,1,0,0,true
2015-11-25T15:33:56,0,0,0,0,true
