@relation rel

@attribute date date 'yyyy-MM-dd\'T\'HH:mm:ss'
@attribute knownPresence numeric
@attribute openEntryPoint {true,false}
@attribute motionIndoors {true,false}
@attribute motionIndoorPerMinute numeric
@attribute motionOutdoors {true,false}
@attribute outdoorPerMinute numeric
@attribute normal {true,false}

@data
2015-11-20T14:31:27,0,false,false,0,false,0,true
2015-11-20T14:31:27,0,false,false,0,false,0,true
2015-11-20T14:31:27,0,false,false,0,false,0,true
2015-11-20T14:31:27,0,false,false,0,false,0,true
2015-11-20T14:31:27,0,false,false,0,false,0,true
2015-11-20T14:31:27,0,false,false,0,false,0,true
2015-11-20T14:31:27,0,false,false,0,false,0,true
2015-11-20T14:31:28,0,false,false,0,false,0,true
2015-11-20T14:31:28,0,false,false,0,false,0,true
2015-11-20T14:31:28,0,false,false,0,false,0,true
2015-11-20T14:31:28,0,false,false,0,false,0,true
2015-11-20T14:31:28,0,false,false,0,false,0,true
2015-11-20T14:31:28,0,false,false,0,false,0,true
2015-11-20T14:31:29,0,false,false,0,false,0,true
2015-11-20T14:31:29,0,false,false,0,false,0,true
2015-11-20T14:31:29,0,false,false,0,false,0,true
2015-11-20T14:31:29,0,false,false,0,false,0,true
2015-11-20T14:31:29,0,false,false,0,false,0,true
2015-11-20T14:31:29,0,false,false,0,false,0,true
2015-11-20T14:31:30,0,false,false,0,false,0,true
2015-11-20T14:31:30,0,false,false,0,false,0,true
2015-11-20T14:31:30,0,false,false,0,false,0,true
2015-11-20T14:31:30,0,false,false,0,false,0,true
2015-11-20T14:31:30,0,false,false,0,false,0,true
2015-11-20T14:31:30,0,false,false,0,false,0,true
2015-11-20T14:31:31,0,false,false,0,false,0,true
2015-11-20T14:31:31,0,false,false,0,false,0,true
2015-11-20T14:31:31,0,false,false,0,false,0,true
2015-11-20T14:31:31,0,false,false,0,false,0,true
2015-11-20T14:31:31,0,false,false,0,false,0,true
2015-11-20T14:31:31,0,false,false,0,false,0,true
2015-11-20T14:31:32,0,false,false,0,false,0,true
