@relation rel

@attribute date date 'yyyy-MM-dd\'T\'HH:mm:ss'
@attribute knownPresence numeric
@attribute knownPresenceDuration numeric
@attribute openEntryPoint {true,false}
@attribute motionIndoors {true,false}
@attribute motionIndoorPerMinute numeric
@attribute motionOutdoors {true,false}
@attribute outdoorPerMinute numeric
@attribute normal {true,false}

@data
2015-11-20T10:35:28,0,0,false,false,0,false,0,true
2015-11-20T10:35:28,0,0,false,false,0,false,0,true
2015-11-20T10:35:28,0,0,false,false,0,false,0,true
2015-11-20T10:35:28,0,0,false,false,0,false,0,true
2015-11-20T10:35:28,0,0,false,false,0,false,0,true
2015-11-20T10:35:28,0,0,false,false,0,false,0,true
2015-11-20T10:35:28,0,0,false,false,0,false,0,true
2015-11-20T10:35:29,0,0,false,false,0,false,0,true
2015-11-20T10:35:29,0,0,false,false,0,false,0,true
2015-11-20T10:35:29,0,0,false,false,0,false,0,true
2015-11-20T10:35:29,0,0,false,false,0,false,0,true
2015-11-20T10:35:29,0,0,false,false,0,false,0,true
2015-11-20T10:35:29,0,0,false,false,0,false,0,true
2015-11-20T10:35:30,0,0,false,false,0,false,0,true
2015-11-20T10:35:30,0,0,false,false,0,false,0,true
2015-11-20T10:35:30,0,0,false,false,0,false,0,true
2015-11-20T10:35:30,0,0,false,false,0,false,0,true
2015-11-20T10:35:30,0,0,false,false,0,false,0,true
2015-11-20T10:35:30,0,0,false,false,0,false,0,true
2015-11-20T10:35:47,0,0,false,false,0,false,0,true
2015-11-20T10:35:47,0,0,false,false,0,false,0,true
2015-11-20T10:35:47,0,0,false,false,0,false,0,true
2015-11-20T10:35:47,0,0,false,false,0,false,0,true
2015-11-20T10:35:47,0,0,false,false,0,false,0,true
2015-11-20T10:35:47,0,0,false,false,0,false,0,true
2015-11-20T10:35:47,0,0,false,false,0,false,0,true
2015-11-20T10:35:48,0,0,false,false,0,false,0,true
2015-11-20T10:35:48,0,0,false,false,0,false,0,true
2015-11-20T10:35:48,0,0,false,false,0,false,0,true
2015-11-20T10:35:48,0,0,false,false,0,false,0,true
2015-11-20T10:35:48,0,0,false,false,0,false,0,true
2015-11-20T10:35:48,0,0,false,false,0,false,0,true
2015-11-20T10:35:49,0,0,false,false,0,false,0,true
2015-11-20T10:35:49,0,0,false,false,0,false,0,true
2015-11-20T10:35:49,0,0,false,false,0,false,0,true
2015-11-20T10:35:49,0,0,false,false,0,false,0,true
2015-11-20T10:35:49,0,0,false,false,0,false,0,true
2015-11-20T10:35:49,0,0,false,false,0,false,0,true
2015-11-20T10:35:50,0,0,false,false,0,false,0,true
2015-11-20T10:35:50,0,0,false,false,0,false,0,true
2015-11-20T10:35:50,0,0,false,false,0,false,0,true
2015-11-20T10:35:50,0,0,false,false,0,false,0,true
2015-11-20T10:35:50,0,0,false,false,0,false,0,true
2015-11-20T10:35:50,0,0,false,false,0,false,0,true
2015-11-20T10:35:51,0,0,false,false,0,false,0,true
2015-11-20T10:35:51,0,0,false,false,0,false,0,true
2015-11-20T10:35:51,0,0,false,false,0,false,0,true
2015-11-20T10:35:51,0,0,false,false,0,false,0,true
2015-11-20T10:35:51,0,0,false,false,0,false,0,true
2015-11-20T10:35:51,0,0,false,false,0,false,0,true
2015-11-20T10:35:52,0,0,false,false,0,false,0,true
2015-11-20T10:35:52,0,0,false,false,0,false,0,true
2015-11-20T10:35:52,0,0,false,false,0,false,0,true
2015-11-20T10:35:52,0,0,false,false,0,false,0,true
2015-11-20T10:35:52,0,0,false,false,0,false,0,true
2015-11-20T10:35:52,0,0,false,false,0,false,0,true
2015-11-20T10:35:52,0,0,false,false,0,false,0,true
2015-11-20T10:35:53,0,0,false,false,0,false,0,true
2015-11-20T10:35:53,0,0,false,false,0,false,0,true
2015-11-20T10:35:53,0,0,false,false,0,false,0,true
2015-11-20T10:35:53,0,0,false,false,0,false,0,true
2015-11-20T10:35:53,0,0,false,false,0,false,0,true
2015-11-20T10:35:53,0,0,false,false,0,false,0,true
2015-11-20T10:35:54,0,0,false,false,0,false,0,true
2015-11-20T10:35:54,0,0,false,false,0,false,0,true
2015-11-20T10:35:54,0,0,false,false,0,false,0,true
2015-11-20T10:35:54,0,0,false,false,0,false,0,true
2015-11-20T10:35:54,0,0,false,false,0,false,0,true
2015-11-20T10:35:54,0,0,false,false,0,false,0,true
2015-11-20T10:35:55,0,0,false,false,0,false,0,true
2015-11-20T10:35:55,0,0,false,false,0,false,0,true
2015-11-20T10:35:55,0,0,false,false,0,false,0,true
2015-11-20T10:35:55,0,0,false,false,0,false,0,true
2015-11-20T10:35:55,0,0,false,false,0,false,0,true
2015-11-20T10:35:55,0,0,false,false,0,false,0,true
2015-11-20T10:35:56,0,0,false,false,0,false,0,true
2015-11-20T10:35:56,0,0,false,false,0,false,0,true
2015-11-20T10:35:56,0,0,false,false,0,false,0,true
2015-11-20T10:35:56,0,0,false,false,0,false,0,true
2015-11-20T10:35:56,0,0,false,false,0,false,0,true
2015-11-20T10:35:56,0,0,false,false,0,false,0,true
2015-11-20T10:35:57,0,0,false,false,0,false,0,true
2015-11-20T10:35:57,0,0,false,false,0,false,0,true
2015-11-20T10:35:57,0,0,false,false,0,false,0,true
2015-11-20T10:35:57,0,0,false,false,0,false,0,true
2015-11-20T10:35:57,0,0,false,false,0,false,0,true
2015-11-20T10:35:57,0,0,false,false,0,false,0,true
2015-11-20T10:35:57,0,0,false,false,0,false,0,true
2015-11-20T10:35:58,0,0,false,false,0,false,0,true
2015-11-20T10:35:58,0,0,false,false,0,false,0,true
2015-11-20T10:35:58,0,0,false,false,0,false,0,true
2015-11-20T10:35:58,0,0,false,false,0,false,0,true
2015-11-20T10:35:58,0,0,false,false,0,false,0,true
2015-11-20T10:35:58,0,0,false,false,0,false,0,true
2015-11-20T10:35:59,0,0,false,false,0,false,0,true
2015-11-20T10:35:59,0,0,false,false,0,false,0,true
2015-11-20T10:35:59,0,0,false,false,0,false,0,true
2015-11-20T10:35:59,0,0,false,false,0,false,0,true
2015-11-20T10:35:59,0,0,false,false,0,false,0,true
2015-11-20T10:35:59,0,0,false,false,0,false,0,true
2015-11-20T10:36:00,0,0,false,false,0,false,0,true
2015-11-20T10:36:00,0,0,false,false,0,false,0,true
2015-11-20T10:36:00,0,0,false,false,0,false,0,true
2015-11-20T10:36:00,0,0,false,false,0,false,0,true
2015-11-20T10:36:00,0,0,false,false,0,false,0,true
2015-11-20T10:36:00,0,0,false,false,0,false,0,true
2015-11-20T10:36:01,0,0,false,false,0,false,0,true
2015-11-20T10:36:01,0,0,false,false,0,false,0,true
2015-11-20T10:36:01,0,0,false,false,0,false,0,true
2015-11-20T10:36:01,0,0,false,false,0,false,0,true
2015-11-20T10:36:01,0,0,false,false,0,false,0,true
2015-11-20T10:36:01,0,0,false,false,0,false,0,true
2015-11-20T10:36:02,0,0,false,false,0,false,0,true
2015-11-20T10:36:02,0,0,false,false,0,false,0,true
2015-11-20T10:36:02,0,0,false,false,0,false,0,true
2015-11-20T10:36:02,0,0,false,false,0,false,0,true
2015-11-20T10:36:02,0,0,false,false,0,false,0,true
2015-11-20T10:36:02,0,0,false,false,0,false,0,true
2015-11-20T10:36:02,0,0,false,false,0,false,0,true
2015-11-20T10:36:03,0,0,false,false,0,false,0,true
2015-11-20T10:36:03,0,0,false,false,0,false,0,true
2015-11-20T10:36:03,0,0,false,false,0,false,0,true
2015-11-20T10:36:03,0,0,false,false,0,false,0,true
2015-11-20T10:36:03,0,0,false,false,0,false,0,true
2015-11-20T10:36:03,0,0,false,false,0,false,0,true
2015-11-20T10:36:04,0,0,false,false,0,false,0,true
2015-11-20T10:36:04,0,0,false,false,0,false,0,true
2015-11-20T10:36:04,0,0,false,false,0,false,0,true
2015-11-20T10:36:04,0,0,false,false,0,false,0,true
2015-11-20T10:36:04,0,0,false,false,0,false,0,true
2015-11-20T10:36:04,0,0,false,false,0,false,0,true
2015-11-20T10:36:05,0,0,false,false,0,false,0,true
2015-11-20T10:36:05,0,0,false,false,0,false,0,true
2015-11-20T10:36:05,0,0,false,false,0,false,0,true
2015-11-20T10:36:05,0,0,false,false,0,false,0,true
2015-11-20T10:36:05,0,0,false,false,0,false,0,true
2015-11-20T10:36:05,0,0,false,false,0,false,0,true
2015-11-20T10:36:06,0,0,false,false,0,false,0,true
2015-11-20T10:36:06,0,0,false,false,0,false,0,true
2015-11-20T10:36:06,0,0,false,false,0,false,0,true
2015-11-20T10:36:06,0,0,false,false,0,false,0,true
2015-11-20T10:36:06,0,0,false,false,0,false,0,true
2015-11-20T10:36:06,0,0,false,false,0,false,0,true
2015-11-20T10:36:07,0,0,false,false,0,false,0,true
2015-11-20T10:36:07,0,0,false,false,0,false,0,true
2015-11-20T10:36:07,0,0,false,false,0,false,0,true
2015-11-20T10:36:07,0,0,false,false,0,false,0,true
2015-11-20T10:36:07,0,0,false,false,0,false,0,true
2015-11-20T10:36:07,0,0,false,false,0,false,0,true
2015-11-20T10:36:07,0,0,false,false,0,false,0,true
2015-11-20T10:36:08,0,0,false,false,0,false,0,true
2015-11-20T10:36:08,0,0,false,false,0,false,0,true
2015-11-20T10:36:08,0,0,false,false,0,false,0,true
2015-11-20T10:36:08,0,0,false,false,0,false,0,true
2015-11-20T10:36:08,0,0,false,false,0,false,0,true
2015-11-20T10:36:08,0,0,false,false,0,false,0,true
2015-11-20T10:36:09,0,0,false,false,0,false,0,true
2015-11-20T10:36:09,0,0,false,false,0,false,0,true
2015-11-20T10:36:09,0,0,false,false,0,false,0,true
2015-11-20T10:36:09,0,0,false,false,0,false,0,true
2015-11-20T10:36:09,0,0,false,false,0,false,0,true
2015-11-20T10:36:09,0,0,false,false,0,false,0,true
2015-11-20T10:36:10,0,0,false,false,0,false,0,true
2015-11-20T10:36:10,0,0,false,false,0,false,0,true
2015-11-20T10:36:10,0,0,false,false,0,false,0,true
2015-11-20T10:36:10,0,0,false,false,0,false,0,true
2015-11-20T10:36:10,0,0,false,false,0,false,0,true
2015-11-20T10:36:10,0,0,false,false,0,false,0,true
2015-11-20T10:36:11,0,0,false,false,0,false,0,true
2015-11-20T10:36:11,0,0,false,false,0,false,0,true
2015-11-20T10:36:11,0,0,false,false,0,false,0,true
2015-11-20T10:36:11,0,0,false,false,0,false,0,true
2015-11-20T10:36:11,0,0,false,false,0,false,0,true
2015-11-20T10:36:11,0,0,false,false,0,false,0,true
2015-11-20T10:36:12,0,0,false,false,0,false,0,true
2015-11-20T10:36:12,0,0,false,false,0,false,0,true
2015-11-20T10:36:12,0,0,false,false,0,false,0,true
2015-11-20T10:36:12,0,0,false,false,0,false,0,true
2015-11-20T10:36:12,0,0,false,false,0,false,0,true
2015-11-20T10:36:12,0,0,false,false,0,false,0,true
2015-11-20T10:36:12,0,0,false,false,0,false,0,true
2015-11-20T10:36:13,0,0,false,false,0,false,0,true
2015-11-20T10:36:13,0,0,false,false,0,false,0,true
2015-11-20T10:36:13,0,0,false,false,0,false,0,true
2015-11-20T10:36:13,0,0,false,false,0,false,0,true
2015-11-20T10:36:13,0,0,false,false,0,false,0,true
2015-11-20T10:36:13,0,0,false,false,0,false,0,true
2015-11-20T10:36:14,0,0,false,false,0,false,0,true
2015-11-20T10:36:14,0,0,false,false,0,false,0,true
2015-11-20T10:36:14,0,0,false,false,0,false,0,true
2015-11-20T10:36:14,0,0,false,false,0,false,0,true
2015-11-20T10:36:14,0,0,false,false,0,false,0,true
2015-11-20T10:36:14,0,0,false,false,0,false,0,true
2015-11-20T10:36:15,0,0,false,false,0,false,0,true
2015-11-20T10:36:15,0,0,false,false,0,false,0,true
2015-11-20T10:36:15,0,0,false,false,0,false,0,true
2015-11-20T10:36:15,0,0,false,false,0,false,0,true
2015-11-20T10:36:15,0,0,false,false,0,false,0,true
2015-11-20T10:36:15,0,0,false,false,0,false,0,true
2015-11-20T10:36:16,0,0,false,false,0,false,0,true
2015-11-20T10:36:16,0,0,false,false,0,false,0,true
2015-11-20T10:36:16,0,0,false,false,0,false,0,true
2015-11-20T10:36:16,0,0,false,false,0,false,0,true
2015-11-20T10:36:16,0,0,false,false,0,false,0,true
2015-11-20T10:36:16,0,0,false,false,0,false,0,true
2015-11-20T10:36:17,0,0,false,false,0,false,0,true
2015-11-20T10:36:17,0,0,false,false,0,false,0,true
2015-11-20T10:36:17,0,0,false,false,0,false,0,true
2015-11-20T10:36:17,0,0,false,false,0,false,0,true
2015-11-20T10:36:17,0,0,false,false,0,false,0,true
2015-11-20T10:36:17,0,0,false,false,0,false,0,true
2015-11-20T10:36:17,0,0,false,false,0,false,0,true
2015-11-20T10:36:18,0,0,false,false,0,false,0,true
2015-11-20T10:36:18,0,0,false,false,0,false,0,true
2015-11-20T10:36:18,0,0,false,false,0,false,0,true
2015-11-20T10:36:18,0,0,false,false,0,false,0,true
2015-11-20T10:36:18,0,0,false,false,0,false,0,true
2015-11-20T10:36:18,0,0,false,false,0,false,0,true
2015-11-20T10:36:19,0,0,false,false,0,false,0,true
2015-11-20T10:36:19,0,0,false,false,0,false,0,true
2015-11-20T10:36:19,0,0,false,false,0,false,0,true
2015-11-20T10:36:19,0,0,false,false,0,false,0,true
2015-11-20T10:36:19,0,0,false,false,0,false,0,true
2015-11-20T10:36:19,0,0,false,false,0,false,0,true
2015-11-20T10:36:20,0,0,false,false,0,false,0,true
2015-11-20T10:36:20,0,0,false,false,0,false,0,true
2015-11-20T10:36:20,0,0,false,false,0,false,0,true
2015-11-20T10:36:20,0,0,false,false,0,false,0,true
2015-11-20T10:36:20,0,0,false,false,0,false,0,true
2015-11-20T10:36:20,0,0,false,false,0,false,0,true
2015-11-20T10:36:21,0,0,false,false,0,false,0,true
2015-11-20T10:36:21,0,0,false,false,0,false,0,true
2015-11-20T10:36:21,0,0,false,false,0,false,0,true
2015-11-20T10:36:21,0,0,false,false,0,false,0,true
2015-11-20T10:36:21,0,0,false,false,0,false,0,true
2015-11-20T10:36:21,0,0,false,false,0,false,0,true
2015-11-20T10:36:22,0,0,false,false,0,false,0,true
2015-11-20T10:36:22,0,0,false,false,0,false,0,true
2015-11-20T10:36:22,0,0,false,false,0,false,0,true
2015-11-20T10:36:22,0,0,false,false,0,false,0,true
2015-11-20T10:36:22,0,0,false,false,0,false,0,true
2015-11-20T10:36:22,0,0,false,false,0,false,0,true
2015-11-20T10:36:22,0,0,false,false,0,false,0,true
2015-11-20T10:36:23,0,0,false,false,0,false,0,true
2015-11-20T10:36:23,0,0,false,false,0,false,0,true
2015-11-20T10:36:23,0,0,false,false,0,false,0,true
2015-11-20T10:36:23,0,0,false,false,0,false,0,true
2015-11-20T10:36:23,0,0,false,false,0,false,0,true
2015-11-20T10:36:23,0,0,false,false,0,false,0,true
2015-11-20T10:36:24,0,0,false,false,0,false,0,true
2015-11-20T10:36:24,0,0,false,false,0,false,0,true
2015-11-20T10:36:24,0,0,false,false,0,false,0,true
2015-11-20T10:36:24,0,0,false,false,0,false,0,true
2015-11-20T10:36:24,0,0,false,false,0,false,0,true
2015-11-20T10:36:24,0,0,false,false,0,false,0,true
2015-11-20T10:36:25,0,0,false,false,0,false,0,true
2015-11-20T10:36:25,0,0,false,false,0,false,0,true
2015-11-20T10:36:25,0,0,false,false,0,false,0,true
2015-11-20T10:36:25,0,0,false,false,0,false,0,true
2015-11-20T10:36:25,0,0,false,false,0,false,0,true
2015-11-20T10:36:25,0,0,false,false,0,false,0,true
2015-11-20T10:36:26,0,0,false,false,0,false,0,true
2015-11-20T10:36:26,0,0,false,false,0,false,0,true
2015-11-20T10:36:26,0,0,false,false,0,false,0,true
2015-11-20T10:36:26,0,0,false,false,0,false,0,true
2015-11-20T10:36:26,0,0,false,false,0,false,0,true
2015-11-20T10:36:26,0,0,false,false,0,false,0,true
2015-11-20T10:36:27,0,0,false,false,0,false,0,true
2015-11-20T10:36:27,0,0,false,false,0,false,0,true
2015-11-20T10:36:27,0,0,false,false,0,false,0,true
