@relation rel

@attribute date date 'yyyy-MM-dd\'T\'HH:mm:ss'
@attribute knownPresence numeric
@attribute openEntryPoint numeric
@attribute motionIndoors numeric
@attribute motionOutdoors numeric
@attribute normal {true,false}

@data
2015-11-26T11:18:16,0,0,0,0,true
2015-11-26T11:18:16,0,0,0,0,true
2015-11-26T11:18:16,0,0,0,0,true
2015-11-26T11:18:16,0,0,0,0,true
2015-11-26T11:18:16,0,0,0,0,true
2015-11-26T11:18:16,0,0,0,0,true
2015-11-26T11:18:16,0,0,0,0,true
2015-11-26T11:18:16,0,1,0,0,true
2015-11-26T11:18:17,0,0,0,0,true
2015-11-26T11:18:17,0,0,0,0,true
2015-11-26T11:18:17,0,0,0,0,true
2015-11-26T11:18:17,0,0,0,0,true
2015-11-26T11:18:17,0,0,0,0,true
2015-11-26T11:18:17,0,0,0,0,true
2015-11-26T11:18:17,0,1,0,0,true
2015-11-26T11:18:18,0,0,0,0,true
2015-11-26T11:18:18,0,0,0,0,true
2015-11-26T11:18:18,0,0,0,0,true
2015-11-26T11:18:18,0,0,0,0,true
2015-11-26T11:18:18,0,0,0,0,true
2015-11-26T11:18:18,0,0,0,0,true
2015-11-26T11:18:18,0,1,0,0,true
2015-11-26T11:18:19,0,0,0,0,true
2015-11-26T11:18:19,0,0,0,0,true
2015-11-26T11:18:19,0,0,0,0,true
2015-11-26T11:18:19,0,0,0,0,true
2015-11-26T11:18:19,0,0,0,0,true
2015-11-26T11:18:19,0,0,0,0,true
2015-11-26T11:18:19,0,1,0,0,true
2015-11-26T11:18:20,0,0,0,0,true
2015-11-26T11:18:20,0,0,0,0,true
2015-11-26T11:18:20,0,0,0,0,true
2015-11-26T11:18:20,0,0,0,0,true
2015-11-26T11:18:20,0,0,0,0,true
2015-11-26T11:18:20,0,0,0,0,true
2015-11-26T11:18:20,0,1,0,0,true
2015-11-26T11:18:21,0,0,0,0,true
2015-11-26T11:18:21,0,0,0,0,true
2015-11-26T11:18:21,0,0,0,0,true
2015-11-26T11:18:21,0,0,0,0,true
2015-11-26T11:18:21,0,0,0,0,true
2015-11-26T11:18:21,0,0,0,0,true
2015-11-26T11:18:21,0,0,0,0,true
2015-11-26T11:18:21,0,1,0,0,true
2015-11-26T11:18:22,0,0,0,0,true
2015-11-26T11:18:22,0,0,0,0,true
2015-11-26T11:18:22,0,0,0,0,true
2015-11-26T11:18:22,0,0,0,0,true
2015-11-26T11:18:22,0,0,0,0,true
2015-11-26T11:18:22,0,0,0,0,true
2015-11-26T11:18:22,0,1,0,0,true
2015-11-26T11:18:23,0,0,0,0,true
2015-11-26T11:18:23,0,0,0,0,true
2015-11-26T11:18:23,0,0,0,0,true
2015-11-26T11:18:23,0,0,0,0,true
2015-11-26T11:18:23,0,0,0,0,true
2015-11-26T11:18:23,0,0,0,0,true
2015-11-26T11:18:23,0,1,0,0,true
2015-11-26T11:18:24,0,0,0,0,true
2015-11-26T11:18:24,0,0,0,0,true
2015-11-26T11:18:24,0,0,0,0,true
2015-11-26T11:18:24,0,0,0,0,true
2015-11-26T11:18:24,0,0,0,0,true
2015-11-26T11:18:24,0,0,0,0,true
2015-11-26T11:18:24,0,1,0,0,true
2015-11-26T11:18:25,0,0,0,0,true
2015-11-26T11:18:25,0,0,0,0,true
2015-11-26T11:18:25,0,0,0,0,true
2015-11-26T11:18:25,0,0,0,0,true
2015-11-26T11:18:25,0,0,0,0,true
2015-11-26T11:18:25,0,0,0,0,true
2015-11-26T11:18:25,0,1,0,0,true
2015-11-26T11:18:26,0,0,0,0,true
2015-11-26T11:18:26,0,0,0,0,true
2015-11-26T11:18:26,0,0,0,0,true
2015-11-26T11:18:26,0,0,0,0,true
2015-11-26T11:18:26,0,0,0,0,true
2015-11-26T11:18:26,0,0,0,0,true
2015-11-26T11:18:26,0,0,0,0,true
2015-11-26T11:18:26,0,1,0,0,true
2015-11-26T11:18:27,0,0,0,0,true
2015-11-26T11:18:27,0,0,0,0,true
2015-11-26T11:18:27,0,0,0,0,true
2015-11-26T11:18:27,0,0,0,0,true
2015-11-26T11:18:27,0,0,0,0,true
2015-11-26T11:18:27,0,0,0,0,true
2015-11-26T11:18:27,0,1,0,0,true
2015-11-26T11:18:28,0,0,0,0,true
2015-11-26T11:18:28,0,0,0,0,true
2015-11-26T11:18:28,0,0,0,0,true
2015-11-26T11:18:28,0,0,0,0,true
2015-11-26T11:18:28,0,0,0,0,true
2015-11-26T11:18:28,0,0,0,0,true
2015-11-26T11:18:28,0,1,0,0,true
2015-11-26T11:18:29,0,0,0,0,true
2015-11-26T11:18:29,0,0,0,0,true
2015-11-26T11:18:29,0,0,0,0,true
