@relation rel

@attribute date date 'yyyy-MM-dd\'T\'HH:mm:ss'
@attribute knownPresence numeric
@attribute openEntryPoint numeric
@attribute motionIndoors numeric
@attribute motionOutdoors numeric
@attribute motionIndoorPerMinute numeric
@attribute outdoorPerMinute numeric
@attribute normal {true,false}

@data
2015-11-24T16:43:01,0,0,0,0,0,0,true
2015-11-24T16:43:01,0,0,0,0,0,0,true
2015-11-24T16:43:01,0,0,0,0,0,0,true
2015-11-24T16:43:01,0,0,0,0,0,0,true
2015-11-24T16:43:01,0,0,0,0,0,0,true
2015-11-24T16:43:01,0,0,0,0,0,0,true
2015-11-24T16:43:01,0,0,0,0,0,0,true
2015-11-24T16:43:01,0,1,0,0,0,0,true
2015-11-24T16:43:02,0,0,0,0,0,0,true
2015-11-24T16:43:02,0,0,0,0,0,0,true
2015-11-24T16:43:02,0,0,0,0,0,0,true
2015-11-24T16:43:02,0,0,0,0,0,0,true
2015-11-24T16:43:02,0,0,0,0,0,0,true
2015-11-24T16:43:02,0,0,0,0,0,0,true
2015-11-24T16:43:02,0,1,0,0,0,0,true
2015-11-24T16:43:03,0,0,0,0,0,0,true
2015-11-24T16:43:03,0,0,0,0,0,0,true
2015-11-24T16:43:03,0,0,0,0,0,0,true
2015-11-24T16:43:03,0,0,0,0,0,0,true
2015-11-24T16:43:03,0,0,0,0,0,0,true
2015-11-24T16:43:03,0,0,0,0,0,0,true
2015-11-24T16:43:03,0,1,0,0,0,0,true
2015-11-24T16:43:04,0,0,0,0,0,0,true
2015-11-24T16:43:04,0,0,0,0,0,0,true
2015-11-24T16:43:04,0,0,0,0,0,0,true
2015-11-24T16:43:04,0,0,0,0,0,0,true
2015-11-24T16:43:04,0,0,0,0,0,0,true
2015-11-24T16:43:04,0,0,0,0,0,0,true
2015-11-24T16:43:04,0,1,0,0,0,0,true
2015-11-24T16:43:05,0,0,0,0,0,0,true
2015-11-24T16:43:05,0,0,0,0,0,0,true
2015-11-24T16:43:05,0,0,0,0,0,0,true
2015-11-24T16:43:05,0,0,0,0,0,0,true
2015-11-24T16:43:05,0,0,0,0,0,0,true
2015-11-24T16:43:05,0,0,0,0,0,0,true
2015-11-24T16:43:05,0,1,0,0,0,0,true
2015-11-24T16:43:06,0,0,0,0,0,0,true
2015-11-24T16:43:06,0,0,0,0,0,0,true
2015-11-24T16:43:06,0,0,0,0,0,0,true
2015-11-24T16:43:06,0,0,0,0,0,0,true
2015-11-24T16:43:06,0,0,0,0,0,0,true
2015-11-24T16:43:06,0,0,0,0,0,0,true
2015-11-24T16:43:06,0,0,0,0,0,0,true
2015-11-24T16:43:06,0,1,0,0,0,0,true
2015-11-24T16:43:07,0,0,0,0,0,0,true
2015-11-24T16:43:07,0,0,0,0,0,0,true
2015-11-24T16:43:07,0,0,0,0,0,0,true
2015-11-24T16:43:07,0,0,0,0,0,0,true
2015-11-24T16:43:07,0,0,0,0,0,0,true
2015-11-24T16:43:07,0,0,0,0,0,0,true
2015-11-24T16:43:07,0,1,0,0,0,0,true
2015-11-24T16:43:08,0,0,0,0,0,0,true
2015-11-24T16:43:08,0,0,0,0,0,0,true
2015-11-24T16:43:08,0,0,0,0,0,0,true
2015-11-24T16:43:08,0,0,0,0,0,0,true
2015-11-24T16:43:08,0,0,0,0,0,0,true
2015-11-24T16:43:08,0,0,0,0,0,0,true
2015-11-24T16:43:08,0,1,0,0,0,0,true
2015-11-24T16:43:09,0,0,0,0,0,0,true
2015-11-24T16:43:09,0,0,0,0,0,0,true
2015-11-24T16:43:09,0,0,0,0,0,0,true
2015-11-24T16:43:09,0,0,0,0,0,0,true
2015-11-24T16:43:09,0,0,0,0,0,0,true
2015-11-24T16:43:09,0,0,0,0,0,0,true
2015-11-24T16:43:09,0,1,0,0,0,0,true
2015-11-24T16:43:10,0,0,0,0,0,0,true
2015-11-24T16:43:10,0,0,0,0,0,0,true
2015-11-24T16:43:10,0,0,0,0,0,0,true
2015-11-24T16:43:10,0,0,0,0,0,0,true
2015-11-24T16:43:10,0,0,0,0,0,0,true
2015-11-24T16:43:10,0,0,0,0,0,0,true
2015-11-24T16:43:10,0,1,0,0,0,0,true
2015-11-24T16:43:11,0,0,0,0,0,0,true
2015-11-24T16:43:11,0,0,0,0,0,0,true
2015-11-24T16:43:11,0,0,0,0,0,0,true
2015-11-24T16:43:11,0,0,0,0,0,0,true
2015-11-24T16:43:11,0,0,0,0,0,0,true
2015-11-24T16:43:11,0,0,0,0,0,0,true
2015-11-24T16:43:11,0,0,0,0,0,0,true
2015-11-24T16:43:11,0,1,0,0,0,0,true
2015-11-24T16:43:12,0,0,0,0,0,0,true
2015-11-24T16:43:12,0,0,0,0,0,0,true
2015-11-24T16:43:12,0,0,0,0,0,0,true
2015-11-24T16:43:12,0,0,0,0,0,0,true
2015-11-24T16:43:12,0,0,0,0,0,0,true
2015-11-24T16:43:12,0,0,0,0,0,0,true
2015-11-24T16:43:12,0,1,0,0,0,0,true
2015-11-24T16:43:13,0,0,0,0,0,0,true
2015-11-24T16:43:13,0,0,0,0,0,0,true
2015-11-24T16:43:13,0,0,0,0,0,0,true
2015-11-24T16:43:13,0,0,0,0,0,0,true
2015-11-24T16:43:13,0,0,0,0,0,0,true
2015-11-24T16:43:13,0,0,0,0,0,0,true
2015-11-24T16:43:13,0,1,0,0,0,0,true
2015-11-24T16:43:14,0,0,0,0,0,0,true
2015-11-24T16:43:14,0,0,0,0,0,0,true
2015-11-24T16:43:14,0,0,0,0,0,0,true
2015-11-24T16:43:14,0,0,0,0,0,0,true
2015-11-24T16:43:14,0,0,0,0,0,0,true
2015-11-24T16:43:14,0,0,0,0,0,0,true
2015-11-24T16:43:14,0,1,0,0,0,0,true
2015-11-24T16:43:15,0,0,0,0,0,0,true
2015-11-24T16:43:15,0,0,0,0,0,0,true
2015-11-24T16:43:15,0,0,0,0,0,0,true
2015-11-24T16:43:15,0,0,0,0,0,0,true
2015-11-24T16:43:15,0,0,0,0,0,0,true
2015-11-24T16:43:15,0,0,0,0,0,0,true
2015-11-24T16:43:15,0,1,0,0,0,0,true
2015-11-24T16:43:16,0,0,0,0,0,0,true
2015-11-24T16:43:16,0,0,0,0,0,0,true
2015-11-24T16:43:16,0,0,0,0,0,0,true
2015-11-24T16:43:16,0,0,0,0,0,0,true
2015-11-24T16:43:16,0,0,0,0,0,0,true
2015-11-24T16:43:16,0,0,0,0,0,0,true
2015-11-24T16:43:16,0,0,0,0,0,0,true
2015-11-24T16:43:16,0,1,0,0,0,0,true
2015-11-24T16:43:17,0,0,0,0,0,0,true
2015-11-24T16:43:17,0,0,0,0,0,0,true
2015-11-24T16:43:17,0,0,0,0,0,0,true
2015-11-24T16:43:17,0,0,0,0,0,0,true
2015-11-24T16:43:17,0,0,0,0,0,0,true
2015-11-24T16:43:17,0,0,0,0,0,0,true
2015-11-24T16:43:17,0,1,0,0,0,0,true
2015-11-24T16:43:18,0,0,0,0,0,0,true
2015-11-24T16:43:18,0,0,0,0,0,0,true
2015-11-24T16:43:18,0,0,0,0,0,0,true
2015-11-24T16:43:18,0,0,0,0,0,0,true
2015-11-24T16:43:18,0,0,0,0,0,0,true
2015-11-24T16:43:18,0,0,0,0,0,0,true
2015-11-24T16:43:18,0,1,0,0,0,0,true
2015-11-24T16:43:19,0,0,0,0,0,0,true
2015-11-24T16:43:19,0,0,0,0,0,0,true
2015-11-24T16:43:19,0,0,0,0,0,0,true
2015-11-24T16:43:19,0,0,0,0,0,0,true
2015-11-24T16:43:19,0,0,0,0,0,0,true
2015-11-24T16:43:19,0,0,0,0,0,0,true
2015-11-24T16:43:19,0,1,0,0,0,0,true
2015-11-24T16:43:20,0,0,0,0,0,0,true
2015-11-24T16:43:20,0,0,0,0,0,0,true
2015-11-24T16:43:20,0,0,0,0,0,0,true
2015-11-24T16:43:20,0,0,0,0,0,0,true
2015-11-24T16:43:20,0,0,0,0,0,0,true
2015-11-24T16:43:20,0,0,0,0,0,0,true
