@relation rel

@attribute date date 'yyyy-MM-dd\'T\'HH:mm:ss'
@attribute knownPresence numeric
@attribute openEntryPoint {true,false}
@attribute motionIndoors {true,false}
@attribute motionIndoorPerMinute numeric
@attribute motionOutdoors {true,false}
@attribute outdoorPerMinute numeric
@attribute normal {true,false}

@data
2015-11-22T22:52:43,0,false,false,0,false,0,true
2015-11-22T22:52:43,0,false,false,0,false,0,true
2015-11-22T22:52:43,0,false,false,0,false,0,true
2015-11-22T22:52:43,0,false,false,0,false,0,true
2015-11-22T22:52:43,0,false,false,0,false,0,true
2015-11-22T22:52:43,0,false,false,0,false,0,true
2015-11-22T22:52:43,0,false,false,0,false,0,true
2015-11-22T22:52:44,0,false,false,0,false,0,true
2015-11-22T22:52:44,0,false,false,0,false,0,true
2015-11-22T22:52:44,0,false,false,0,false,0,true
2015-11-22T22:52:44,0,false,false,0,false,0,true
2015-11-22T22:52:44,0,false,false,0,false,0,true
2015-11-22T22:52:44,0,false,false,0,false,0,true
2015-11-22T22:52:45,0,false,false,0,false,0,true
2015-11-22T22:52:45,0,false,false,0,false,0,true
2015-11-22T22:52:45,0,false,false,0,false,0,true
2015-11-22T22:52:45,0,false,false,0,false,0,true
2015-11-22T22:52:45,0,false,false,0,false,0,true
2015-11-22T22:52:45,0,false,false,0,false,0,true
2015-11-22T22:52:46,0,false,false,0,false,0,true
2015-11-22T22:52:46,0,false,false,0,false,0,true
2015-11-22T22:52:46,0,false,false,0,false,0,true
2015-11-22T22:52:46,0,false,false,0,false,0,true
2015-11-22T22:52:46,0,false,false,0,false,0,true
2015-11-22T22:52:46,0,false,false,0,false,0,true
2015-11-22T22:52:47,0,false,false,0,false,0,true
2015-11-22T22:52:47,0,false,false,0,false,0,true
2015-11-22T22:52:47,0,false,false,0,false,0,true
2015-11-22T22:52:47,0,false,false,0,false,0,true
2015-11-22T22:52:47,0,false,false,0,false,0,true
2015-11-22T22:52:47,0,false,false,0,false,0,true
2015-11-22T22:52:48,0,false,false,0,false,0,true
2015-11-22T22:52:48,0,false,false,0,false,0,true
2015-11-22T22:52:48,0,false,false,0,false,0,true
2015-11-22T22:52:48,0,false,false,0,false,0,true
2015-11-22T22:52:48,0,false,false,0,false,0,true
2015-11-22T22:52:48,0,false,false,0,false,0,true
2015-11-22T22:52:48,0,false,false,0,false,0,true
2015-11-22T22:52:49,0,false,false,0,false,0,true
2015-11-22T22:52:49,0,false,false,0,false,0,true
2015-11-22T22:52:49,0,false,false,0,false,0,true
2015-11-22T22:52:49,0,false,false,0,false,0,true
2015-11-22T22:52:49,0,false,false,0,false,0,true
2015-11-22T22:52:49,0,false,false,0,false,0,true
2015-11-22T22:52:50,0,false,false,0,false,0,true
2015-11-22T22:52:50,0,false,false,0,false,0,true
2015-11-22T22:52:50,0,false,false,0,false,0,true
2015-11-22T22:52:50,0,false,false,0,false,0,true
2015-11-22T22:52:50,0,false,false,0,false,0,true
2015-11-22T22:52:50,0,false,false,0,false,0,true
2015-11-22T22:52:51,0,false,false,0,false,0,true
2015-11-22T22:52:51,0,false,false,0,false,0,true
2015-11-22T22:52:51,0,false,false,0,false,0,true
2015-11-22T22:52:51,0,false,false,0,false,0,true
2015-11-22T22:52:51,0,false,false,0,false,0,true
2015-11-22T22:52:51,0,false,false,0,false,0,true
2015-11-22T22:52:52,0,false,false,0,false,0,true
2015-11-22T22:52:52,0,false,false,0,false,0,true
2015-11-22T22:52:52,0,false,false,0,false,0,true
2015-11-22T22:52:52,0,false,false,0,false,0,true
2015-11-22T22:52:52,0,false,false,0,false,0,true
2015-11-22T22:52:52,0,false,false,0,false,0,true
2015-11-22T22:52:53,0,false,false,0,false,0,true
2015-11-22T22:52:53,0,false,false,0,false,0,true
2015-11-22T22:52:53,0,false,false,0,false,0,true
2015-11-22T22:52:53,0,false,false,0,false,0,true
2015-11-22T22:52:53,0,false,false,0,false,0,true
2015-11-22T22:52:53,0,false,false,0,false,0,true
2015-11-22T22:52:53,0,false,false,0,false,0,true
2015-11-22T22:52:54,0,false,false,0,false,0,true
2015-11-22T22:52:54,0,false,false,0,false,0,true
2015-11-22T22:52:54,0,false,false,0,false,0,true
2015-11-22T22:52:54,0,false,false,0,false,0,true
2015-11-22T22:52:54,0,false,false,0,false,0,true
2015-11-22T22:52:54,0,false,false,0,false,0,true
2015-11-22T22:52:55,0,false,false,0,false,0,true
2015-11-22T22:52:55,0,false,false,0,false,0,true
2015-11-22T22:52:55,0,false,false,0,false,0,true
2015-11-22T22:52:55,0,false,false,0,false,0,true
2015-11-22T22:52:55,0,false,false,0,false,0,true
2015-11-22T22:52:55,0,false,false,0,false,0,true
2015-11-22T22:52:56,0,false,false,0,false,0,true
2015-11-22T22:52:56,0,false,false,0,false,0,true
2015-11-22T22:52:56,0,false,false,0,false,0,true
2015-11-22T22:52:56,0,false,false,0,false,0,true
2015-11-22T22:52:56,0,false,false,0,false,0,true
2015-11-22T22:52:56,0,false,false,0,false,0,true
2015-11-22T22:52:57,0,false,false,0,false,0,true
2015-11-22T22:52:57,0,false,false,0,false,0,true
2015-11-22T22:52:57,0,false,false,0,false,0,true
2015-11-22T22:52:57,0,false,false,0,false,0,true
2015-11-22T22:52:57,0,false,false,0,false,0,true
2015-11-22T22:52:57,0,false,false,0,false,0,true
2015-11-22T22:52:58,0,false,false,0,false,0,true
2015-11-22T22:52:58,0,false,false,0,false,0,true
2015-11-22T22:52:58,0,false,false,0,false,0,true
2015-11-22T22:52:58,0,false,false,0,false,0,true
