@relation rel

@attribute date date 'yyyy-MM-dd\'T\'HH:mm:ss'
@attribute knownPresence numeric
@attribute openEntryPoint numeric
@attribute motionIndoors numeric
@attribute motionOutdoors numeric
@attribute normal {true,false}

@data
2015-11-26T14:33:15,0,0,0,0,true
2015-11-26T14:33:15,0,0,0,0,true
2015-11-26T14:33:15,0,0,0,0,true
2015-11-26T14:33:15,0,0,0,0,true
2015-11-26T14:33:15,0,0,0,0,true
2015-11-26T14:33:15,0,0,0,0,true
2015-11-26T14:33:15,0,0,0,0,true
2015-11-26T14:33:16,0,0,0,0,true
2015-11-26T14:33:16,0,0,0,0,true
2015-11-26T14:33:16,0,0,0,0,true
2015-11-26T14:33:16,0,0,0,0,true
2015-11-26T14:33:16,0,0,0,0,true
2015-11-26T14:33:16,0,0,0,0,true
2015-11-26T14:33:17,0,0,0,0,true
2015-11-26T14:33:17,0,0,0,0,true
2015-11-26T14:33:17,0,0,0,0,true
2015-11-26T14:33:17,0,0,0,0,true
2015-11-26T14:33:17,0,0,0,0,true
2015-11-26T14:33:18,0,0,0,0,true
2015-11-26T14:33:18,0,0,0,0,true
2015-11-26T14:33:18,0,0,0,0,true
2015-11-26T14:33:18,0,0,0,0,true
2015-11-26T14:33:19,0,0,0,0,true
2015-11-26T14:33:19,0,0,0,0,true
2015-11-26T14:33:19,0,0,0,0,true
2015-11-26T14:33:19,0,0,0,0,true
2015-11-26T14:33:20,0,0,0,0,true
2015-11-26T14:33:20,0,0,0,0,true
2015-11-26T14:33:20,0,0,0,0,true
2015-11-26T14:33:20,0,0,0,0,true
2015-11-26T14:33:20,0,0,0,0,true
2015-11-26T14:33:20,0,0,0,0,true
2015-11-26T14:33:21,0,0,0,0,true
2015-11-26T14:33:21,0,0,0,0,true
2015-11-26T14:33:21,0,0,0,0,true
2015-11-26T14:33:21,0,0,0,0,true
2015-11-26T14:33:21,0,0,0,0,true
2015-11-26T14:33:21,0,0,0,0,true
2015-11-26T14:33:22,0,0,0,0,true
2015-11-26T14:33:22,0,0,0,0,true
2015-11-26T14:33:22,0,0,0,0,true
2015-11-26T14:33:22,0,0,0,0,true
2015-11-26T14:33:22,0,0,0,0,true
2015-11-26T14:33:22,0,0,0,0,true
2015-11-26T14:33:23,0,0,0,0,true
2015-11-26T14:33:23,0,0,0,0,true
2015-11-26T14:33:23,0,0,0,0,true
2015-11-26T14:33:23,0,0,0,0,true
2015-11-26T14:33:23,0,0,0,0,true
2015-11-26T14:33:23,0,0,0,0,true
2015-11-26T14:33:24,0,0,0,0,true
2015-11-26T14:33:24,0,0,0,0,true
2015-11-26T14:33:24,0,0,0,0,true
2015-11-26T14:33:24,0,0,0,0,true
2015-11-26T14:33:24,0,0,0,0,true
2015-11-26T14:33:24,0,0,0,0,true
2015-11-26T14:33:25,0,0,0,0,true
2015-11-26T14:33:25,0,0,0,0,true
2015-11-26T14:33:25,0,0,0,0,true
2015-11-26T14:33:25,0,0,0,0,true
2015-11-26T14:33:25,0,0,0,0,true
2015-11-26T14:33:25,0,0,0,0,true
2015-11-26T14:33:25,0,0,0,0,true
2015-11-26T14:33:26,0,0,0,0,true
2015-11-26T14:33:26,0,0,0,0,true
2015-11-26T14:33:26,0,0,0,0,true
2015-11-26T14:33:26,0,0,0,0,true
2015-11-26T14:33:26,0,0,0,0,true
2015-11-26T14:33:26,0,0,0,0,true
2015-11-26T14:33:27,0,0,0,0,true
2015-11-26T14:33:27,0,0,0,0,true
2015-11-26T14:33:27,0,0,0,0,true
2015-11-26T14:33:27,0,0,0,0,true
2015-11-26T14:33:27,0,0,0,0,true
2015-11-26T14:33:27,0,0,0,0,true
2015-11-26T14:33:28,0,0,0,0,true
2015-11-26T14:33:28,0,0,0,0,true
2015-11-26T14:33:28,0,0,0,0,true
2015-11-26T14:33:28,0,0,0,0,true
2015-11-26T14:33:28,0,0,0,0,true
2015-11-26T14:33:28,0,0,0,0,true
2015-11-26T14:33:29,0,0,0,0,true
