@relation rel

@attribute date date 'yyyy-MM-dd\'T\'HH:mm:ss'
@attribute similarity numeric
@attribute clusterNumber numeric
@attribute correctClusterAttributes numeric
@attribute allClusterAttributes numeric
@attribute distribution numeric
@attribute intrusion {true,false}

@data
2015-12-03T18:52:09,0,0,0,0,0,false
2015-12-03T18:52:09,0,0,0,0,0,false
2015-12-03T18:52:09,0,0,0,0,0,false
2015-12-03T18:52:09,0,0,0,0,0,false
2015-12-03T18:52:09,0,0,0,0,0,false
2015-12-03T18:52:09,0,0,0,0,0,false
2015-12-03T18:52:09,0,0,0,0,0,false
2015-12-03T18:52:09,0,0,0,0,0,false
2015-12-03T18:52:09,0,0,0,0,0,false
2015-12-03T18:52:10,0,0,0,0,0,false
2015-12-03T18:52:10,0,0,0,0,0,false
2015-12-03T18:52:10,0,0,0,0,0,false
2015-12-03T18:52:10,0,0,0,0,0,false
2015-12-03T18:52:10,0,0,0,0,0,false
2015-12-03T18:52:10,0,0,0,0,0,false
2015-12-03T18:52:10,0,0,0,0,0,false
2015-12-03T18:52:10,0,0,0,0,0,false
2015-12-03T18:52:11,0,0,0,0,0,false
2015-12-03T18:52:11,0,0,0,0,0,false
2015-12-03T18:52:11,0,0,0,0,0,false
2015-12-03T18:52:11,0,0,0,0,0,false
2015-12-03T18:52:11,0,0,0,0,0,false
2015-12-03T18:52:11,0,0,0,0,0,false
2015-12-03T18:52:11,0,0,0,0,0,false
2015-12-03T18:52:11,0,0,0,0,0,false
2015-12-03T18:52:12,0,0,0,0,0,false
2015-12-03T18:52:12,0,0,0,0,0,false
2015-12-03T18:52:12,0,0,0,0,0,false
2015-12-03T18:52:12,0,0,0,0,0,false
2015-12-03T18:52:12,0,0,0,0,0,false
2015-12-03T18:52:12,0,0,0,0,0,false
2015-12-03T18:52:12,0,0,0,0,0,false
2015-12-03T18:52:12,0,0,0,0,0,false
2015-12-03T18:52:13,0,0,0,0,0,false
2015-12-03T18:52:13,0,0,0,0,0,false
2015-12-03T18:52:13,0,0,0,0,0,false
2015-12-03T18:52:13,0,0,0,0,0,false
2015-12-03T18:52:13,0,0,0,0,0,false
2015-12-03T18:52:13,0,0,0,0,0,false
2015-12-03T18:52:13,0,0,0,0,0,false
2015-12-03T18:52:13,0,0,0,0,0,false
2015-12-03T18:52:14,0,0,0,0,0,false
2015-12-03T18:52:14,0,0,0,0,0,false
2015-12-03T18:52:14,0,0,0,0,0,false
2015-12-03T18:52:14,0,0,0,0,0,false
2015-12-03T18:52:14,0,0,0,0,0,false
2015-12-03T18:52:14,0,0,0,0,0,false
2015-12-03T18:52:14,0,0,0,0,0,false
2015-12-03T18:52:14,0,0,0,0,0,false
2015-12-03T18:52:14,0,0,0,0,0,false
2015-12-03T18:52:15,0,0,0,0,0,false
2015-12-03T18:52:15,0,0,0,0,0,false
