@relation rel

@attribute date date 'yyyy-MM-dd\'T\'HH:mm:ss'
@attribute similarity numeric
@attribute clusterNumber numeric
@attribute correctClusterAttributes numeric
@attribute allClusterAttributes numeric
@attribute distribution numeric
@attribute intrusion {true,false}

@data
2015-12-03T18:51:50,0,0,0,0,0,false
2015-12-03T18:51:50,0,0,0,0,0,false
2015-12-03T18:51:50,0,0,0,0,0,false
2015-12-03T18:51:50,0,0,0,0,0,false
2015-12-03T18:51:50,0,0,0,0,0,false
2015-12-03T18:51:50,0,0,0,0,0,false
2015-12-03T18:51:50,0,0,0,0,0,false
2015-12-03T18:51:50,0,0,0,0,0,false
2015-12-03T18:51:50,0,0,0,0,0,false
2015-12-03T18:51:51,0,0,0,0,0,false
2015-12-03T18:51:51,0,0,0,0,0,false
2015-12-03T18:51:51,0,0,0,0,0,false
2015-12-03T18:51:51,0,0,0,0,0,false
2015-12-03T18:51:51,0,0,0,0,0,false
2015-12-03T18:51:51,0,0,0,0,0,false
2015-12-03T18:51:51,0,0,0,0,0,false
2015-12-03T18:51:51,0,0,0,0,0,false
2015-12-03T18:51:52,0,0,0,0,0,false
2015-12-03T18:51:52,0,0,0,0,0,false
2015-12-03T18:51:52,0,0,0,0,0,false
2015-12-03T18:51:52,0,0,0,0,0,false
2015-12-03T18:51:52,0,0,0,0,0,false
2015-12-03T18:51:52,0,0,0,0,0,false
2015-12-03T18:51:52,0,0,0,0,0,false
2015-12-03T18:51:52,0,0,0,0,0,false
2015-12-03T18:51:53,0,0,0,0,0,false
2015-12-03T18:51:53,0,0,0,0,0,false
2015-12-03T18:51:53,0,0,0,0,0,false
2015-12-03T18:51:53,0,0,0,0,0,false
2015-12-03T18:51:53,0,0,0,0,0,false
2015-12-03T18:51:53,0,0,0,0,0,false
2015-12-03T18:51:53,0,0,0,0,0,false
2015-12-03T18:51:53,0,0,0,0,0,false
2015-12-03T18:51:54,0,0,0,0,0,false
2015-12-03T18:51:54,0,0,0,0,0,false
2015-12-03T18:51:54,0,0,0,0,0,false
2015-12-03T18:51:54,0,0,0,0,0,false
2015-12-03T18:51:54,0,0,0,0,0,false
2015-12-03T18:51:54,0,0,0,0,0,false
2015-12-03T18:51:54,0,0,0,0,0,false
2015-12-03T18:51:54,0,0,0,0,0,false
2015-12-03T18:51:55,0,0,0,0,0,false
2015-12-03T18:51:55,0,0,0,0,0,false
2015-12-03T18:51:55,0,0,0,0,0,false
2015-12-03T18:51:55,0,0,0,0,0,false
2015-12-03T18:51:55,0,0,0,0,0,false
2015-12-03T18:51:55,0,0,0,0,0,false
2015-12-03T18:51:55,0,0,0,0,0,false
2015-12-03T18:51:55,0,0,0,0,0,false
2015-12-03T18:51:55,0,0,0,0,0,false
2015-12-03T18:51:56,0,0,0,0,0,false
2015-12-03T18:51:56,0,0,0,0,0,false
2015-12-03T18:51:56,0,0,0,0,0,false
2015-12-03T18:51:56,0,0,0,0,0,false
2015-12-03T18:51:56,0,0,0,0,0,false
2015-12-03T18:51:56,0,0,0,0,0,false
2015-12-03T18:51:56,0,0,0,0,0,false
2015-12-03T18:51:56,0,0,0,0,0,false
2015-12-03T18:51:57,0,0,0,0,0,false
2015-12-03T18:51:57,0,0,0,0,0,false
2015-12-03T18:51:57,0,0,0,0,0,false
2015-12-03T18:51:57,0,0,0,0,0,false
2015-12-03T18:51:57,0,0,0,0,0,false
2015-12-03T18:51:57,0,0,0,0,0,false
2015-12-03T18:51:57,0,0,0,0,0,false
2015-12-03T18:51:57,0,0,0,0,0,false
2015-12-03T18:51:58,0,0,0,0,0,false
2015-12-03T18:51:58,0,0,0,0,0,false
2015-12-03T18:51:58,0,0,0,0,0,false
2015-12-03T18:51:58,0,0,0,0,0,false
2015-12-03T18:51:58,0,0,0,0,0,false
2015-12-03T18:51:58,0,0,0,0,0,false
2015-12-03T18:51:58,0,0,0,0,0,false
2015-12-03T18:51:58,0,0,0,0,0,false
2015-12-03T18:51:59,0,0,0,0,0,false
2015-12-03T18:51:59,0,0,0,0,0,false
2015-12-03T18:51:59,0,0,0,0,0,false
2015-12-03T18:51:59,0,0,0,0,0,false
2015-12-03T18:51:59,0,0,0,0,0,false
2015-12-03T18:51:59,0,0,0,0,0,false
2015-12-03T18:51:59,0,0,0,0,0,false
2015-12-03T18:51:59,0,0,0,0,0,false
2015-12-03T18:52:00,0,0,0,0,0,false
2015-12-03T18:52:00,0,0,0,0,0,false
2015-12-03T18:52:00,0,0,0,0,0,false
2015-12-03T18:52:00,0,0,0,0,0,false
2015-12-03T18:52:00,0,0,0,0,0,false
2015-12-03T18:52:00,0,0,0,0,0,false
2015-12-03T18:52:00,0,0,0,0,0,false
2015-12-03T18:52:00,0,0,0,0,0,false
2015-12-03T18:52:01,0,0,0,0,0,false
2015-12-03T18:52:01,0,0,0,0,0,false
2015-12-03T18:52:01,0,0,0,0,0,false
2015-12-03T18:52:01,0,0,0,0,0,false
2015-12-03T18:52:01,0,0,0,0,0,false
2015-12-03T18:52:01,0,0,0,0,0,false
2015-12-03T18:52:01,0,0,0,0,0,false
2015-12-03T18:52:02,0,0,0,0,0,false
2015-12-03T18:52:02,0,0,0,0,0,false
2015-12-03T18:52:02,0,0,0,0,0,false
2015-12-03T18:52:02,0,0,0,0,0,false
2015-12-03T18:52:02,0,0,0,0,0,false
2015-12-03T18:52:02,0,0,0,0,0,false
2015-12-03T18:52:02,0,0,0,0,0,false
2015-12-03T18:52:03,0,0,0,0,0,false
2015-12-03T18:52:03,0,0,0,0,0,false
2015-12-03T18:52:03,0,0,0,0,0,false
2015-12-03T18:52:03,0,0,0,0,0,false
2015-12-03T18:52:03,0,0,0,0,0,false
2015-12-03T18:52:03,0,0,0,0,0,false
2015-12-03T18:52:03,0,0,0,0,0,false
2015-12-03T18:52:03,0,0,0,0,0,false
2015-12-03T18:52:04,0,0,0,0,0,false
2015-12-03T18:52:04,0,0,0,0,0,false
2015-12-03T18:52:04,0,0,0,0,0,false
2015-12-03T18:52:04,0,0,0,0,0,false
2015-12-03T18:52:04,0,0,0,0,0,false
2015-12-03T18:52:04,0,0,0,0,0,false
2015-12-03T18:52:04,0,0,0,0,0,false
2015-12-03T18:52:05,0,0,0,0,0,false
2015-12-03T18:52:05,0,0,0,0,0,false
2015-12-03T18:52:05,0,0,0,0,0,false
2015-12-03T18:52:05,0,0,0,0,0,false
2015-12-03T18:52:05,0,0,0,0,0,false
2015-12-03T18:52:05,0,0,0,0,0,false
2015-12-03T18:52:05,0,0,0,0,0,false
2015-12-03T18:52:05,0,0,0,0,0,false
2015-12-03T18:52:06,0,0,0,0,0,false
2015-12-03T18:52:06,0,0,0,0,0,false
2015-12-03T18:52:06,0,0,0,0,0,false
2015-12-03T18:52:06,0,0,0,0,0,false
